1,frame_recieved,1700822266.299985
1,frame_displayed,1700822266.3188097
2,frame_recieved,1700822266.3206434
3,frame_recieved,1700822266.324892
4,frame_recieved,1700822266.3272145
5,frame_recieved,1700822266.329257
6,frame_recieved,1700822266.3310015
7,frame_recieved,1700822266.3341238
8,frame_recieved,1700822266.3361623
9,frame_recieved,1700822266.3396912
10,frame_recieved,1700822266.3476076
11,frame_recieved,1700822266.356003
12,frame_recieved,1700822266.3643947
13,frame_recieved,1700822266.373972
14,frame_recieved,1700822266.38234
2,frame_displayed,1700822266.383669
3,frame_displayed,1700822266.3864973
4,frame_displayed,1700822266.3894098
15,frame_recieved,1700822266.3910093
5,frame_displayed,1700822266.3951979
6,frame_displayed,1700822266.4006712
16,frame_recieved,1700822266.400719
7,frame_displayed,1700822266.405324
17,frame_recieved,1700822266.4093957
8,frame_displayed,1700822266.4162757
18,frame_recieved,1700822266.4163868
9,frame_displayed,1700822266.4206276
10,frame_displayed,1700822266.4242582
19,frame_recieved,1700822266.4249468
11,frame_displayed,1700822266.429342
12,frame_displayed,1700822266.4327493
20,frame_recieved,1700822266.4332952
13,frame_displayed,1700822266.4366999
14,frame_displayed,1700822266.4404082
21,frame_recieved,1700822266.4423854
15,frame_displayed,1700822266.444865
16,frame_displayed,1700822266.4486735
22,frame_recieved,1700822266.4505587
17,frame_displayed,1700822266.4520042
18,frame_displayed,1700822266.456054
19,frame_displayed,1700822266.4605467
23,frame_recieved,1700822266.4613245
20,frame_displayed,1700822266.467669
24,frame_recieved,1700822266.4678023
21,frame_displayed,1700822266.4717386
22,frame_displayed,1700822266.4755244
25,frame_recieved,1700822266.4775288
23,frame_displayed,1700822266.4813333
26,frame_recieved,1700822266.4850621
24,frame_displayed,1700822266.485564
25,frame_displayed,1700822266.4891176
26,frame_displayed,1700822266.4930315
27,frame_recieved,1700822266.4939623
27,frame_displayed,1700822266.49786
28,frame_recieved,1700822266.5125182
28,frame_displayed,1700822266.595903
29,frame_recieved,1700822266.597379
29,frame_displayed,1700822266.5999455
30,frame_recieved,1700822266.6020844
30,frame_displayed,1700822266.603567
31,frame_recieved,1700822266.6044955
32,frame_recieved,1700822266.6065977
31,frame_displayed,1700822266.608049
33,frame_recieved,1700822266.6090758
34,frame_recieved,1700822266.611666
32,frame_displayed,1700822266.613318
35,frame_recieved,1700822266.6142313
36,frame_recieved,1700822266.6160643
33,frame_displayed,1700822266.617584
37,frame_recieved,1700822266.6176157
38,frame_recieved,1700822266.619564
39,frame_recieved,1700822266.6213002
34,frame_displayed,1700822266.6219487
40,frame_recieved,1700822266.6240115
35,frame_displayed,1700822266.6283398
41,frame_recieved,1700822266.6309128
36,frame_displayed,1700822266.631721
37,frame_displayed,1700822266.635264
38,frame_displayed,1700822266.6386592
42,frame_recieved,1700822266.6416116
39,frame_displayed,1700822266.6427164
40,frame_displayed,1700822266.6459818
41,frame_displayed,1700822266.6495497
43,frame_recieved,1700822266.6512585
42,frame_displayed,1700822266.6530838
43,frame_displayed,1700822266.6569378
44,frame_recieved,1700822266.661311
44,frame_displayed,1700822266.6673813
45,frame_recieved,1700822266.6813831
45,frame_displayed,1700822266.72797
46,frame_recieved,1700822266.7294052
47,frame_recieved,1700822266.7314477
46,frame_displayed,1700822266.7320387
48,frame_recieved,1700822266.7335465
49,frame_recieved,1700822266.7354836
47,frame_displayed,1700822266.7367203
50,frame_recieved,1700822266.7377005
51,frame_recieved,1700822266.739347
48,frame_displayed,1700822266.740893
52,frame_recieved,1700822266.7414336
49,frame_displayed,1700822266.7452617
50,frame_displayed,1700822266.7485297
51,frame_displayed,1700822266.7515037
53,frame_recieved,1700822266.751922
52,frame_displayed,1700822266.7559576
53,frame_displayed,1700822266.7595184
54,frame_recieved,1700822266.7620816
54,frame_displayed,1700822266.7689567
55,frame_recieved,1700822266.7715905
55,frame_displayed,1700822266.7775447
56,frame_recieved,1700822266.791733
56,frame_displayed,1700822266.8331785
57,frame_recieved,1700822266.8345475
58,frame_recieved,1700822266.8365445
57,frame_displayed,1700822266.8370655
59,frame_recieved,1700822266.8386645
58,frame_displayed,1700822266.841782
60,frame_recieved,1700822266.8431177
61,frame_recieved,1700822266.844846
59,frame_displayed,1700822266.8464038
62,frame_recieved,1700822266.8467762
60,frame_displayed,1700822266.8507495
63,frame_recieved,1700822266.851146
61,frame_displayed,1700822266.8542905
62,frame_displayed,1700822266.8573482
63,frame_displayed,1700822266.8607152
64,frame_recieved,1700822266.860857
64,frame_displayed,1700822266.8651285
65,frame_recieved,1700822266.8813155
65,frame_displayed,1700822266.897595
66,frame_recieved,1700822266.8987122
67,frame_recieved,1700822266.9002597
68,frame_recieved,1700822266.9019618
66,frame_displayed,1700822266.9027624
67,frame_displayed,1700822266.906491
68,frame_displayed,1700822266.9095566
69,frame_recieved,1700822266.911151
69,frame_displayed,1700822266.914005
70,frame_recieved,1700822266.9314516
70,frame_displayed,1700822266.9479759
71,frame_recieved,1700822266.9493678
72,frame_recieved,1700822266.9512372
71,frame_displayed,1700822266.9520428
73,frame_recieved,1700822266.953535
72,frame_displayed,1700822266.9558957
73,frame_displayed,1700822266.95928
74,frame_recieved,1700822266.9621108
74,frame_displayed,1700822266.9781885
75,frame_recieved,1700822266.9796832
75,frame_displayed,1700822266.9816546
76,frame_recieved,1700822266.9817436
76,frame_displayed,1700822266.9852145
77,frame_recieved,1700822267.0016928
77,frame_displayed,1700822267.0177143
78,frame_recieved,1700822267.01907
78,frame_displayed,1700822267.0210474
79,frame_recieved,1700822267.0215268
80,frame_recieved,1700822267.0235214
79,frame_displayed,1700822267.0246773
80,frame_displayed,1700822267.0279093
81,frame_recieved,1700822267.0416553
81,frame_displayed,1700822267.0882642
82,frame_recieved,1700822267.0897307
83,frame_recieved,1700822267.0916982
82,frame_displayed,1700822267.0925555
84,frame_recieved,1700822267.0942655
85,frame_recieved,1700822267.0960262
83,frame_displayed,1700822267.0971644
86,frame_recieved,1700822267.0985603
87,frame_recieved,1700822267.100505
84,frame_displayed,1700822267.1007671
88,frame_recieved,1700822267.102701
85,frame_displayed,1700822267.1054544
86,frame_displayed,1700822267.1089087
89,frame_recieved,1700822267.1121616
87,frame_displayed,1700822267.1135762
88,frame_displayed,1700822267.118636
89,frame_displayed,1700822267.1230528
90,frame_recieved,1700822267.1366062
90,frame_displayed,1700822267.1740084
91,frame_recieved,1700822267.1753664
92,frame_recieved,1700822267.177165
91,frame_displayed,1700822267.178412
93,frame_recieved,1700822267.1801958
94,frame_recieved,1700822267.1816921
95,frame_recieved,1700822267.1833272
92,frame_displayed,1700822267.1835947
96,frame_recieved,1700822267.1848576
93,frame_displayed,1700822267.1890163
97,frame_recieved,1700822267.1912682
94,frame_displayed,1700822267.1922092
95,frame_displayed,1700822267.1953135
96,frame_displayed,1700822267.1984453
98,frame_recieved,1700822267.2009754
97,frame_displayed,1700822267.2014446
98,frame_displayed,1700822267.2046623
99,frame_recieved,1700822267.2212715
99,frame_displayed,1700822267.278421
100,frame_recieved,1700822267.2797997
101,frame_recieved,1700822267.2817647
100,frame_displayed,1700822267.2821593
102,frame_recieved,1700822267.284835
103,frame_recieved,1700822267.2867296
101,frame_displayed,1700822267.2880359
104,frame_recieved,1700822267.2890744
105,frame_recieved,1700822267.2907436
102,frame_displayed,1700822267.291658
106,frame_recieved,1700822267.292925
107,frame_recieved,1700822267.294825
103,frame_displayed,1700822267.2952769
104,frame_displayed,1700822267.2988236
108,frame_recieved,1700822267.301486
105,frame_displayed,1700822267.302191
106,frame_displayed,1700822267.3058288
107,frame_displayed,1700822267.3091016
109,frame_recieved,1700822267.3119783
108,frame_displayed,1700822267.3124242
109,frame_displayed,1700822267.3163962
110,frame_recieved,1700822267.3320675
110,frame_displayed,1700822267.369276
111,frame_recieved,1700822267.3706913
111,frame_displayed,1700822267.3730292
112,frame_recieved,1700822267.3732433
113,frame_recieved,1700822267.3756316
112,frame_displayed,1700822267.3771846
114,frame_recieved,1700822267.3780885
115,frame_recieved,1700822267.380845
113,frame_displayed,1700822267.3817577
116,frame_recieved,1700822267.3832507
114,frame_displayed,1700822267.385161
115,frame_displayed,1700822267.3882523
117,frame_recieved,1700822267.3913662
116,frame_displayed,1700822267.391767
117,frame_displayed,1700822267.3956432
118,frame_recieved,1700822267.4115283
118,frame_displayed,1700822267.458938
119,frame_recieved,1700822267.460279
119,frame_displayed,1700822267.4627364
120,frame_recieved,1700822267.4643455
120,frame_displayed,1700822267.4658403
121,frame_recieved,1700822267.466571
122,frame_recieved,1700822267.4681828
121,frame_displayed,1700822267.4695702
123,frame_recieved,1700822267.470007
124,frame_recieved,1700822267.471496
125,frame_recieved,1700822267.4730937
122,frame_displayed,1700822267.473578
123,frame_displayed,1700822267.4775434
124,frame_displayed,1700822267.4808855
126,frame_recieved,1700822267.4810398
125,frame_displayed,1700822267.4848065
126,frame_displayed,1700822267.4882746
127,frame_recieved,1700822267.490996
127,frame_displayed,1700822267.5073357
